Filesnames,zcr,spectral_c,rolloff,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,Labels
Dataset_final/Dataset/Training\Autre158608-8-0-4.wav,3855,1261.9708833652066,2302.3723977149566,-199.2654,153.57915,-11.986925,2.952209,4.2411714,10.952431,2.604399,11.799581,5.114924,16.087074,1.3585528,10.399194,-1.9594156,4.671016,-3.0445476,6.776775,-2.6184332,5.3115606,-3.9665084,5.320618,-1
Dataset_final/Dataset/Training\Autre158608-8-0-5.wav,4926,1380.4776119499982,2460.448513141257,-189.65253,152.82101,-10.711075,-1.8054236,0.13465616,3.4509218,-2.1073596,16.43793,6.236722,19.60067,-2.433794,11.910888,-3.5303204,5.764425,-3.9845934,7.0967064,-3.831493,3.7172809,-8.075277,7.0443206,-1
Dataset_final/Dataset/Training\Autre158608-8-0-6.wav,5883,1413.996571513066,2385.8913531882226,-177.96983,155.47943,-13.725953,-9.815986,-4.920793,0.05513435,-2.036359,16.57093,5.144406,22.55327,0.5917046,12.569477,-5.0180507,5.4750104,-6.3078794,6.243704,-5.2943625,2.4252431,-8.239367,9.696995,-1
Dataset_final/Dataset/Training\Autre158608-8-0-7.wav,5850,1230.1235936955304,1841.7734487897399,-174.32909,167.73857,-23.858488,-15.061731,-9.251668,-0.8284732,1.2697302,12.913484,6.4549236,23.941973,9.372537,13.284047,-4.892652,3.5915725,-7.9199452,3.3228848,-4.9580374,1.3694463,-6.9262877,10.506305,-1
Dataset_final/Dataset/Training\Autre158608-8-0-8.wav,5876,1118.5822483005215,1592.8346843388729,-179.17986,179.22012,-28.492397,-17.517868,-15.083152,-3.413681,0.9382356,13.440751,6.9911447,26.271414,13.078492,14.530262,-5.885282,2.718652,-7.933182,1.4846897,-5.283371,1.38707,-7.978514,8.553126,-1
Dataset_final/Dataset/Training\Autre158608-8-0-9.wav,5571,1122.5254462538292,1620.280183119581,-190.2164,178.00711,-23.640617,-16.024527,-14.306085,-1.6045167,0.56093544,14.237395,5.195854,26.615671,11.291924,14.9936285,-5.3128996,3.108356,-6.989759,1.98993,-5.963314,1.7891268,-7.200417,5.641586,-1
Dataset_final/Dataset/Training\Autre159439-2-0-0.wav,7044,1445.7994964734235,2634.021066654624,-341.97522,133.78006,-13.190136,19.330496,7.0192037,9.661477,10.561443,0.80368537,7.425459,13.676663,-8.663337,1.1974704,1.9842385,7.216422,-2.7224157,6.9233723,-2.9032705,8.509643,-0.9728791,3.2741275,-1
Dataset_final/Dataset/Training\Autre159439-2-0-10.wav,6467,1611.6781915572847,3199.7966435603325,-294.822,121.67597,-23.613573,23.742239,1.9011555,14.474646,9.203784,9.391198,3.3590808,6.7784634,-2.0005333,11.636828,3.4637496,10.1527605,-1.9413131,0.7689332,-9.853772,5.9473786,4.7121167,3.9250262,-1
Dataset_final/Dataset/Training\Autre159439-2-0-11.wav,4948,1490.8312099418426,3098.1051582821533,-328.8127,122.20952,-4.515486,20.264696,6.2576685,15.014674,7.847052,12.88139,2.8751922,10.959844,-4.4731574,10.038583,-1.2071707,9.756794,-4.0618267,1.1577579,-6.7925,4.71587,1.1620866,4.3865314,-1
Dataset_final/Dataset/Training\Autre159439-2-0-19.wav,2549,1091.070895970119,2240.6978188222542,-354.14194,138.35484,1.6563389,21.442608,12.718526,13.04443,10.058464,13.687873,2.2143795,7.5491033,-1.8783455,8.0681505,-0.70240086,9.306992,-0.87088656,3.6676652,0.41033486,2.133469,-1.9402062,3.1076508,-1
Dataset_final/Dataset/Training\Autre159439-2-0-21.wav,2678,998.9083340044367,1939.544148527818,-327.68234,148.08757,-13.074041,17.006529,5.601745,14.722283,15.515148,7.893569,11.795509,4.606527,-1.4969835,3.6303308,1.2242501,6.196572,1.1502028,4.9740157,2.5275025,2.8986814,5.2687564,2.7462914,-1
Dataset_final/Dataset/Training\Autre159439-2-0-29.wav,1177,660.6151851016544,1229.6330270050578,-356.3444,156.5359,3.6663582,20.70925,14.332863,11.719255,12.60512,11.615765,11.854139,10.111907,3.6853874,5.6304173,4.3463397,5.00522,3.762224,3.536137,3.0962386,3.2017057,3.9350865,4.4170775,-1
Dataset_final/Dataset/Training\Autre159439-2-0-30.wav,2413,1006.5122713735882,2081.5637136470377,-356.87155,148.86963,0.9807888,20.640955,8.067739,13.208894,10.257787,14.816776,4.9087005,9.572294,-5.2660193,2.4067543,0.48906192,6.8117113,1.1678529,3.8110273,2.1018498,3.668534,-1.1498661,2.0571876,-1
Dataset_final/Dataset/Training\Autre159761-0-0-0.wav,1604,1822.2599818922486,4102.510838150289,-519.87646,107.78567,-10.939065,27.60584,2.689807,14.894544,0.24655293,14.821154,-4.1277995,11.553085,-4.3683863,10.585846,-4.027571,7.4190483,-7.2260785,6.6094413,-6.387142,6.6858377,-5.7591805,7.2660074,-1
Dataset_final/Dataset/Training\Autre159761-0-0-1.wav,1535,1838.0518346445162,4192.377732117052,-518.519,106.928764,-9.163175,27.807121,2.8819675,15.075815,0.25971836,14.491829,-4.318284,11.07958,-4.148412,10.435755,-4.0805883,7.371507,-7.2421217,6.3104157,-7.056096,7.0102654,-5.6659174,7.5073905,-1
Dataset_final/Dataset/Training\Autre159761-0-0-2.wav,1533,1839.7991948607769,4224.17965927565,-518.098,107.02014,-9.3803425,27.340708,2.5383332,15.419275,-0.50166976,14.155482,-4.0673447,10.490555,-3.8105278,10.538712,-4.5352244,8.448376,-7.6911664,5.85212,-7.04696,6.9374137,-5.2535357,7.9039693,-1
Dataset_final/Dataset/Training\Autre159761-0-0-3.wav,1419,1827.0850948558248,4155.348090904986,-519.6819,107.29769,-10.689483,27.067812,2.8425446,14.581263,-0.127252,14.941239,-3.66851,10.6093445,-4.225032,10.699193,-5.013572,8.366635,-8.013531,5.1282425,-7.3819213,7.126131,-5.1219625,7.595507,-1
Dataset_final/Dataset/Training\Autre159761-0-0-4.wav,1305,1775.5165519820866,4034.612790146315,-524.1883,109.19698,-10.679514,27.175268,2.459047,13.728132,0.15380082,15.335432,-3.2997053,10.875053,-4.425566,10.50704,-5.326939,7.5589895,-7.517938,5.987749,-7.472956,6.7944465,-5.529445,7.235502,-1
Dataset_final/Dataset/Training\Autre159761-0-0-5.wav,1159,1689.4782479557923,3848.4688290281792,-530.02435,113.12813,-9.132219,26.624418,1.6153219,14.069878,0.30271453,14.450286,-3.5505667,11.003306,-4.1967134,10.260258,-4.7385445,8.239715,-6.5292645,6.3456664,-7.850212,5.99767,-5.7889686,6.699782,-1
Dataset_final/Dataset/Training\Autre159761-0-0-6.wav,1075,1663.900800800457,3771.9823936506505,-530.86444,114.68725,-9.4605875,27.235834,1.3133632,14.744084,0.017691486,13.888627,-4.10308,10.749997,-3.905353,10.11514,-4.87636,7.9374394,-6.1057706,6.4529853,-7.5496807,6.135323,-5.6900206,6.6996675,-1
Dataset_final/Dataset/Training\Autre159761-0-0-7.wav,1129,1628.232800142805,3676.3899081015174,-531.8417,116.536575,-9.318929,26.978735,1.1040543,14.816779,0.21105342,14.101472,-4.5174036,10.192572,-3.696428,10.312552,-4.904817,7.372011,-6.8106694,6.0535026,-7.1105413,6.547112,-5.354371,7.101139,-1
Dataset_final/Dataset/Training\Autre159761-0-0-8.wav,1041,1560.994606029934,3519.371782424133,-537.53754,118.74689,-7.500634,26.605581,2.3389416,14.975525,0.66507137,14.661183,-4.5953445,10.643729,-3.7407594,10.141467,-4.2897644,7.6268516,-7.2150707,5.346542,-7.6299605,7.048659,-4.7879105,7.8759475,-1
Dataset_final/Dataset/Training\Autre160009-2-0-1.wav,14735,3141.678242041814,6900.955958724711,-211.07771,66.320244,-7.083586,23.041233,10.276437,12.508782,10.742369,13.725057,2.6423085,11.504853,-6.745257,9.725864,-7.4750333,7.5206766,-7.463249,9.465509,-6.505095,3.909929,-4.0792665,9.076303,-1
Dataset_final/Dataset/Training\Autre160009-2-0-11.wav,8073,1708.7830029736192,3238.382152050217,-230.55243,123.13573,-31.435686,26.716984,8.892783,14.2062845,5.293703,9.418055,3.107478,12.001987,-4.001019,9.079717,-5.490389,-0.8111765,-8.446127,10.155615,-1.7255628,5.4335556,-1.8583628,5.8970933,-1
Dataset_final/Dataset/Training\Autre160009-2-0-22.wav,9350,2077.5103227020063,4276.892442648122,-237.04277,103.120155,-20.2688,27.55486,9.477018,22.52899,8.064532,10.105748,3.9874525,10.631856,-7.2767367,11.636466,-6.3239145,8.012981,-10.112092,4.702188,-3.8611252,6.029282,-1.732719,11.304897,-1
Dataset_final/Dataset/Training\Autre160009-2-0-30.wav,8597,1976.779073489609,4005.86036285224,-216.21626,111.080696,-23.13146,28.468048,-2.4831927,6.4533,11.809428,19.07979,5.7442193,9.852771,-5.554402,9.0715275,-5.934129,4.8456783,-3.4398944,7.402834,-10.551282,6.1787167,-0.8746676,5.961196,-1
Dataset_final/Dataset/Training\Autre160009-2-0-31.wav,8416,1853.7996176456875,3715.971171649205,-215.80093,117.637535,-30.705936,26.153595,-2.877307,8.184586,12.110502,18.38709,9.133056,14.676741,-5.9385586,9.58742,-8.327253,0.8262176,-3.2865777,7.406766,-8.551752,4.432613,-3.0247283,6.1286073,-1
Dataset_final/Dataset/Training\Autre160009-2-0-47.wav,8448,2082.967606908023,4455.31930206828,-246.47845,99.41675,-10.624293,34.231236,8.6664095,23.488386,12.064615,9.693795,3.4127872,8.691744,-5.009702,5.8062935,-5.8623843,7.8626432,-2.769278,7.574785,-4.4518175,2.46842,-2.419057,5.032675,-1
Dataset_final/Dataset/Training\Autre160009-2-0-5.wav,12028,2238.4341811747436,4270.482269463511,-192.04434,97.086334,-39.678673,26.63958,6.0223126,18.314949,10.057171,16.047937,5.099034,4.382555,-8.890676,14.11472,-7.709493,8.281423,-3.6102386,7.7270594,-5.927643,-1.1628882,-3.2841876,7.0823207,-1
Dataset_final/Dataset/Training\Autre160009-2-0-50.wav,7589,1958.7107512833095,4309.316716717847,-262.66235,106.455,-3.1823614,32.762383,7.9427137,20.202612,12.178107,13.026664,4.321323,8.484081,-4.1655374,7.4047737,-7.2034426,9.0023155,-6.4334893,8.749633,-1.4383494,4.8081074,-2.6416519,4.4666567,-1
Dataset_final/Dataset/Training\Autre160010-2-0-19.wav,6761,1629.6985798282471,3423.6548274927745,-405.48193,130.27785,-4.923937,24.91745,2.120923,4.965642,-0.6518103,4.7588525,4.178866,11.001775,-3.6220686,11.572773,-2.381142,5.22125,-1.700885,8.071687,-1.7838845,6.241236,-2.5281732,5.821889,-1
Dataset_final/Dataset/Training\Autre160010-2-0-21.wav,6078,1705.4585375162208,3634.3192569093208,-405.63016,120.718346,-3.1786933,23.79005,9.257553,7.2202983,2.730973,2.2512746,5.9833827,13.350242,-0.7773143,4.26257,-3.7492294,4.8422265,-0.6133939,1.641692,-4.189152,2.9205954,0.43001297,5.808494,-1
Dataset_final/Dataset/Training\Autre160010-2-0-30.wav,6218,1765.461446087652,3723.0659264360547,-367.2048,120.23592,-7.962563,22.512238,7.994594,0.62671983,0.15548724,6.3394275,3.5381527,11.682738,1.3088205,7.047959,-0.06911641,2.283478,-4.855202,3.3395898,-1.081243,4.442436,-1.185742,3.91001,-1
Dataset_final/Dataset/Training\Autre160010-2-0-32.wav,7608,1990.3869855846062,4191.381977059248,-380.64767,108.50383,-12.365452,24.35718,5.5030985,10.540379,4.310263,14.477465,1.8065689,10.00211,-4.09808,8.76812,-1.5944012,5.616748,-7.36045,5.2041683,-4.112968,7.9214163,-5.0782576,5.311954,-1
Dataset_final/Dataset/Training\Autre160010-2-0-33.wav,7498,1875.7802556359206,3844.112400650289,-378.96976,115.837135,-15.454114,27.296162,4.9390697,6.0212917,-1.0685139,15.491937,5.6414394,6.0800395,-4.408475,8.911477,-2.3664284,7.561018,-4.921115,5.935895,-5.887657,6.0516973,-4.986252,4.5963616,-1
Dataset_final/Dataset/Training\Autre160010-2-0-37.wav,6223,1702.3204605390447,3367.083493271315,-372.48062,125.50211,-11.051729,15.367061,7.5150676,3.121292,6.799978,7.02542,7.1241574,8.85241,-2.7092776,5.193246,-3.4585006,1.373535,-4.1718173,5.4669538,-0.41213638,4.87508,0.3815018,6.887016,-1
Dataset_final/Dataset/Training\Autre160010-2-0-38.wav,5449,1643.5662533607747,3382.019819138367,-393.497,124.97016,0.3119581,18.804504,7.4685087,4.7006936,7.1423645,8.302038,6.4476666,9.217357,-2.6835554,4.9925556,-4.0870085,3.214532,-3.969784,6.1759505,-0.4427709,3.4343932,0.05698139,7.0334616,-1
Dataset_final/Dataset/Training\Autre160010-2-0-49.wav,5508,1720.9850457481996,3718.398324602601,-415.59598,120.83664,-2.1793816,26.58159,5.2264724,7.1385164,4.400286,11.402335,2.645795,11.526389,-1.9473064,9.851754,0.49074444,7.5656896,-7.10176,4.253843,-4.543109,5.5878143,-3.4874365,6.3049674,-1
Dataset_final/Dataset/Training\Autre160011-2-0-0.wav,3666,1170.748429867965,2265.591695267341,-278.13077,152.1011,-6.4964585,25.602623,9.06545,14.308091,0.7527521,8.150916,2.0569482,14.107498,-2.509198,9.1371155,-1.2485764,6.195598,-3.232544,7.84757,-4.79634,6.67814,-2.4273055,5.173384,-1
Dataset_final/Dataset/Training\Autre160011-2-0-1.wav,6592,1605.5927417780047,3189.963562364523,-245.83174,131.85593,-5.437428,30.174173,7.700017,14.933509,-4.875652,15.552229,0.6309738,9.689782,-0.6597942,10.583448,-4.2821817,6.566222,-3.3376603,7.2368827,-4.640545,7.83818,-4.6666355,7.163058,-1
Dataset_final/Dataset/Training\Autre160011-2-0-12.wav,3841,1207.7300249860639,2310.649611632948,-257.55707,148.57927,-3.240668,22.269247,7.569301,13.813103,2.3270032,9.645928,1.5305061,15.366247,-3.3221562,10.026768,-4.1620502,6.453369,-3.1727765,6.4943676,-4.291371,8.6467085,-1.5511154,6.808404,-1
Dataset_final/Dataset/Training\Autre160011-2-0-3.wav,3471,1131.792388282215,2167.2608833092486,-271.16296,156.26994,-8.01029,24.749302,10.745596,11.894978,1.7690808,9.347229,-0.26866382,13.920341,-1.9158446,10.004412,-1.7784907,5.649738,-2.824374,8.120401,-5.4367476,6.2270594,-2.631267,5.9396043,-1
Dataset_final/Dataset/Training\Autre160011-2-0-34.wav,4480,1521.7664575606582,3367.7680748735547,-219.20306,132.04356,1.1390898,23.128035,2.3409786,17.08216,-1.3570329,14.131291,2.5876677,15.35909,-6.2649975,6.9714184,-5.1139884,7.494536,-4.860204,7.0932326,-5.0373588,9.24348,-2.9474356,7.9599385,-1
Dataset_final/Dataset/Training\Autre160011-2-0-5.wav,4138,1263.267066390695,2476.9407062861274,-256.93445,145.75185,-5.8249683,26.566801,8.290949,12.817965,0.5339567,8.986136,1.3674034,12.614058,-4.981834,9.525208,-1.5512589,9.011118,-1.953327,5.7084327,-7.166717,5.570123,-3.687669,8.446007,-1
Dataset_final/Dataset/Training\Autre160011-2-0-7.wav,3456,1200.9961547884936,2310.5251422507226,-266.11334,149.20523,0.11517952,21.592876,7.4593244,12.223265,1.9920083,11.33319,0.7013904,14.480989,-3.2223415,10.086982,-2.5951602,6.271658,-3.6199105,7.3034134,-5.0605145,7.116554,-2.9007368,7.580984,-1
Dataset_final/Dataset/Training\Autre160011-2-0-9.wav,5452,1498.7799335464272,2965.2963274476156,-251.39162,136.25352,-2.5885828,27.568382,8.4620695,14.926103,-3.8164885,13.802031,1.770409,12.641026,-1.0883405,10.180543,-5.838328,7.290873,-1.393443,7.350714,-4.7832785,7.108237,-4.0003343,8.116378,-1
Dataset_final/Dataset/Training\Autre160016-2-0-13.wav,7218,1792.3344370689508,3534.6815164378613,-126.82415,126.26899,-28.919775,22.282572,-0.7178164,13.938733,2.5897589,14.246689,-0.2493157,9.052147,-7.041601,8.859368,-1.9732597,8.115596,-5.376806,8.466301,-4.535733,4.65237,-2.8654456,8.260855,-1
Dataset_final/Dataset/Training\Autre160016-2-0-25.wav,5675,1475.265483973933,2730.2358991148844,-96.222046,146.01482,-25.971485,8.838357,-5.0485473,16.370777,6.975764,16.308683,-1.5111421,8.154617,-8.6318,8.760759,-4.619172,9.096054,-2.0990982,8.961462,-3.0843968,6.1476316,-1.6714324,7.007399,-1
Dataset_final/Dataset/Training\Autre160016-2-0-26.wav,4639,1469.4058972374578,2837.964149430997,-104.139496,142.12949,-22.23435,11.415026,-3.046303,18.317331,9.415993,14.9471245,0.8562872,8.322253,-6.090047,8.403471,-3.0202482,10.754706,-2.5749454,9.931829,-3.219242,6.3424997,-0.72699445,7.5577273,-1
Dataset_final/Dataset/Training\Autre160016-2-0-37.wav,6367,1742.7099945705297,3382.704400740607,-87.67148,124.665634,-34.557667,16.767683,-0.62441486,16.723457,8.495303,17.227192,1.760793,8.024337,-2.6569016,11.597062,-0.6943271,9.556528,-3.5441482,7.5138516,-2.657979,8.363442,-2.3896275,6.3643765,-1
Dataset_final/Dataset/Training\Autre160016-2-0-40.wav,6406,1513.0334322145427,2775.1071114071533,-105.01429,145.38257,-37.438362,11.661655,-3.5525305,14.96507,4.807325,15.237296,2.88153,11.993618,-7.1545234,8.715952,-1.4537003,8.515182,-2.0092676,8.996673,-3.1308408,3.8117762,-1.1851071,5.979711,-1
Dataset_final/Dataset/Training\Autre160016-2-0-5.wav,6980,1504.570321685072,2801.4946204389453,-187.47789,143.64369,-36.272476,20.709173,1.9655277,20.215628,0.61598,13.317563,-1.5278115,11.125813,-7.8769646,11.178509,-2.8026662,6.670147,-2.9164646,6.2284904,-5.7540655,5.8916664,-4.4740906,7.1375346,-1
Dataset_final/Dataset/Training\Autre160016-2-0-8.wav,3719,1274.3185729004845,2509.676153811416,-156.3508,148.07329,-20.775856,24.053583,2.9791405,20.790464,6.2925315,18.774044,-0.374313,7.644674,-6.3394923,9.012357,-2.5210161,9.192456,2.3582933,10.047717,-4.1984277,2.8495011,-2.7344358,8.120377,-1
Dataset_final/Dataset/Training\Autre161005-2-0-0.wav,5848,1585.5124885641683,3273.233579073338,-227.6889,129.7801,-25.3065,27.53311,-0.9161125,20.87774,2.9823828,10.591916,0.0125242025,10.3226185,-1.0885723,10.970758,0.95618796,11.937491,-0.3019609,7.1178365,-6.7301373,4.7130823,-5.8103766,6.231335,-1
Dataset_final/Dataset/Training\Autre161005-2-0-12.wav,8421,1698.4708409461373,3301.3636594562863,-216.8758,125.08379,-35.5058,24.75097,4.749146,28.786528,1.7922239,6.0042124,2.2527025,13.062883,3.7613292,11.537991,-2.439401,8.4911785,-0.44048795,5.2052665,-3.768265,8.255004,-3.705045,8.458001,-1
Dataset_final/Dataset/Training\Autre161005-2-0-14.wav,5750,1607.6925927366126,3328.3112807080925,-238.63297,128.33192,-20.635468,24.382547,2.8014767,23.175665,3.6490993,11.675273,-1.9720495,14.081484,-2.2053697,9.879125,-1.4032825,10.146701,-2.451392,9.47576,-4.184529,7.603311,-5.1108947,6.286998,-1
Dataset_final/Dataset/Training\Autre161005-2-0-19.wav,6072,1627.4173385332872,3402.681736587789,-238.9576,128.98721,-20.283842,25.488852,-0.55953723,22.162716,2.6481357,9.42281,-0.8353202,9.440115,-3.911855,9.446303,-1.8098493,8.447449,-5.8643727,7.3401713,-4.0656147,6.9883738,-3.1615665,7.468522,-1
Dataset_final/Dataset/Training\Autre161005-2-0-27.wav,5896,1643.6073983101683,3427.513378341763,-229.66765,120.82203,-20.324661,27.976614,3.9696774,22.369629,5.019537,15.819647,1.5523924,11.344003,-1.1658401,10.107062,0.019661225,10.409076,-0.5289917,8.144617,-5.7059746,4.455471,-3.6266575,5.98017,-1
Dataset_final/Dataset/Training\Autre161005-2-0-28.wav,5044,1527.2191461588443,3246.846070041546,-229.82559,123.33878,-16.708809,28.76508,5.4786963,25.376022,6.990154,14.633204,1.4438272,11.164253,-1.2558223,11.161353,0.016513892,9.697703,-0.5569544,9.280182,-2.897362,6.25798,0.16312017,7.250703,-1
Dataset_final/Dataset/Training\Autre161005-2-0-4.wav,8470,1718.0902792075417,3295.077955653902,-221.18015,127.305885,-36.352146,24.841578,0.78768164,18.063328,3.5610785,10.855106,-0.97586614,13.1294155,-0.22341403,8.284446,-3.346606,9.37366,-4.8933735,6.4659986,-3.1195078,8.605942,-0.56951797,4.087655,-1
Dataset_final/Dataset/Training\Autre161005-2-0-6.wav,8886,1735.7159348388352,3340.6337495484104,-216.92506,126.40487,-33.811665,24.34878,2.6974912,21.7662,2.561274,13.063668,-4.2000427,10.403626,-0.9353474,9.971048,-1.8824074,9.2252035,-5.825311,8.457408,-6.071711,9.013998,-1.1301131,4.6543736,-1
Dataset_final/Dataset/Training\Autre161702-9-0-26.wav,6104,1599.8176596643887,3241.618355988078,-275.3538,127.20039,-6.0948997,23.284801,-10.923037,3.1871388,-5.370763,0.24296758,-10.197783,-1.9992628,-15.471959,-3.7567506,-15.064872,-2.9266808,-7.8970065,5.603483,-9.171464,-4.5322657,-11.775378,-0.013667156,-1
Dataset_final/Dataset/Training\Autre161702-9-0-30.wav,4296,1338.872880722716,2655.989912617413,-331.8289,137.61703,-5.9782476,23.162956,-6.382857,5.6307387,-4.8143883,-0.65203136,-11.980016,-2.1003225,-13.164777,-7.5105715,-12.700234,-1.8384849,-5.067792,3.3098977,-7.271398,-0.19631355,-5.0209775,1.8166227,-1
Dataset_final/Dataset/Training\Autre161702-9-0-37.wav,4594,1289.9623038170664,2499.90530730672,-319.26227,142.7143,-0.50670797,24.240929,-8.187264,0.4783204,-9.377402,-2.0971203,-10.14229,0.34739995,-17.091288,-9.157994,-14.020655,-5.5136385,-10.474986,3.4114246,-4.969697,3.6607835,-6.0071135,-4.5187426,-1
Dataset_final/Dataset/Training\Autre161702-9-0-45.wav,4174,1295.6627742953633,2596.555782604769,-314.84402,133.51797,-0.78926677,27.474113,-2.444758,11.139911,-0.5330118,4.4441113,-4.4642,0.5523368,-8.536625,1.0306208,-7.8658237,0.15711737,-2.138557,7.9446197,0.47030586,5.4823003,-3.6235619,0.9499904,-1
Dataset_final/Dataset/Training\Autre161702-9-0-6.wav,4810,1368.1910232738971,2838.835435106575,-291.9635,129.23372,-8.927484,31.884764,-2.0229602,4.704884,1.230885,4.658031,-8.686625,-0.734527,-11.461603,-2.9256754,-9.006086,-5.5708065,-4.2906804,6.611813,-4.491734,-1.0905601,-4.646218,6.868383,-1
Dataset_final/Dataset/Training\Autre161702-9-0-8.wav,5028,1401.124633113319,2799.8765184700146,-303.06226,132.08379,-5.156535,22.032225,-6.1064997,7.282657,-2.6382475,6.5600176,-12.421474,-2.252863,-13.316771,-7.299531,-15.839536,-1.377364,-4.7734075,12.325755,2.6443818,3.060338,-3.9282312,3.2549264,-1
Dataset_final/Dataset/Training\Autre161922-3-1-4.wav,5446,1607.4979018272757,3550.5513626716042,-440.60455,130.12103,8.650417,5.8033867,-11.273291,12.356902,-4.8575525,-0.28891927,-11.53861,-0.24236307,-13.573919,-8.1456175,-14.241999,1.2887131,-6.483196,0.72241265,-7.783347,-2.1005015,-8.976216,-3.3150775,-1
Dataset_final/Dataset/Training\Autre161922-3-1-5.wav,5804,1534.4892071753352,3158.2861045881505,-432.87463,137.82611,5.5706563,-5.704022,-16.79096,9.671933,-9.045085,-4.338419,-11.290365,-0.84883434,-13.662376,-8.603557,-14.34508,-1.1838683,-7.5541725,0.02322476,-6.535036,-2.3160477,-8.406566,-1.8773819,-1
Dataset_final/Dataset/Training\Autre161922-3-1-6.wav,5382,1474.1239490210191,3006.3089888908958,-428.55933,140.17085,7.7613025,-4.3808355,-17.30098,7.915313,-10.82205,-2.7019296,-9.73646,0.119691685,-14.689668,-10.180864,-14.658728,0.2178376,-4.9230094,2.784604,-5.800496,-3.3995333,-8.991784,-1.6857057,-1
Dataset_final/Dataset/Training\Autre161923-3-0-0.wav,9926,2398.763560020019,5204.37604430094,-472.10126,82.94326,-1.8601614,-4.1218777,-26.761103,-23.00556,-41.89787,-31.266653,-30.271112,-13.267755,-24.558905,-16.346498,-21.098063,-5.9635897,-14.838584,-8.840211,-16.298882,-1.8737228,-11.6287365,-3.38006,-1
Dataset_final/Dataset/Training\Autre161923-3-0-12.wav,11440,2737.3649141027677,5859.956280482298,-492.63046,73.0768,-5.794704,-4.63464,-28.700241,-23.371893,-43.894646,-27.61804,-27.137367,-6.0868654,-15.967585,-7.6165752,-17.431795,-3.6582906,-15.011194,-9.651736,-19.951025,-5.564362,-13.199839,-1.8010875,-1
Dataset_final/Dataset/Training\Autre161923-3-0-19.wav,11030,2666.2880501582786,5723.164429416546,-480.0836,80.60783,-7.77416,-12.828873,-31.805862,-26.59315,-41.361477,-21.547756,-17.986862,-3.2646582,-16.801563,-7.7062206,-13.800473,-3.9211557,-17.853699,-14.050628,-20.343426,-6.1498303,-13.3267565,-1.7114445,-1
Dataset_final/Dataset/Training\Autre161923-3-0-5.wav,17524,3584.4436586494867,7512.847441744942,-528.9484,38.713852,-11.117158,9.113302,-14.16248,-6.5467367,-28.39683,-16.340961,-32.21342,-19.771212,-32.215694,-16.883038,-26.726364,-10.224222,-22.341463,-8.583988,-19.1726,-2.7132924,-15.373965,0.12248816,-1
Dataset_final/Dataset/Training\Autre162103-0-0-0.wav,9683,1744.945902179895,3080.554975388367,-157.63112,145.49199,-71.78786,24.755836,-26.559666,23.221392,-22.4404,15.923035,-2.267057,8.469155,-4.861619,13.223015,-4.8509436,6.5351,-5.817796,5.3800774,-5.002157,-1.9008733,-8.317685,-5.823555,-1
Dataset_final/Dataset/Training\Autre162103-0-0-1.wav,9793,1746.4840430616805,3057.3414356033236,-151.15346,145.69293,-72.8287,24.140924,-26.437399,23.440594,-22.93599,15.663282,-2.8574328,8.72886,-5.6454825,13.299766,-5.033274,6.3740234,-6.2532096,5.593411,-5.1895046,-1.6233106,-8.955005,-5.1421256,-1
Dataset_final/Dataset/Training\Autre162103-0-0-10.wav,10050,1804.5875864892628,3230.9762238078033,-149.68843,140.99965,-73.35279,25.148867,-26.843248,21.499949,-24.108929,12.743524,-3.414939,8.458284,-5.291304,16.810577,-2.1562815,8.159188,-8.297167,2.6286466,-8.150752,-2.354266,-6.5747027,-5.156651,-1
Dataset_final/Dataset/Training\Autre162103-0-0-11.wav,9865,1777.7913818265486,3168.8660020773123,-150.05606,142.48294,-72.2452,25.5221,-26.066507,21.752975,-23.323082,13.5710125,-2.8907285,8.330096,-4.0917983,17.187315,-1.8733203,7.324158,-7.6897116,3.6680138,-7.2340307,-1.8715,-6.2292895,-4.5080247,-1
Dataset_final/Dataset/Training\Autre162103-0-0-12.wav,9707,1771.3976217874035,3178.5746138908958,-149.54434,142.87563,-71.19179,25.637661,-26.222662,22.537888,-23.036003,14.1125555,-1.8156844,7.8925815,-3.7513213,16.858482,-2.6423717,7.1413417,-7.4976573,3.888803,-6.59261,-2.0496929,-6.571516,-4.744123,-1
Dataset_final/Dataset/Training\Autre162103-0-0-13.wav,9860,1794.2627116793724,3242.9252845014453,-150.13336,141.71326,-72.779526,24.996319,-27.86581,22.770174,-23.175505,13.545155,-2.24762,8.764254,-4.926533,15.755476,-3.136862,7.564782,-7.2465496,4.529121,-6.190753,-1.5373571,-7.376869,-4.587426,-1
Dataset_final/Dataset/Training\Autre162103-0-0-14.wav,10282,1823.8416335934705,3342.251851517341,-150.07314,140.39293,-72.28619,26.06647,-27.99707,23.2582,-23.505432,13.477131,-2.9764214,8.722047,-5.357757,15.226839,-3.7705936,6.3240933,-7.3953147,4.896568,-6.4681883,-1.1376281,-7.6253233,-4.008024,-1
